G1	G2	G3	G4	G5	G6	GNPSLinkout_Cluster	GNPSLinkout_Network	INCHI	LibraryID	MQScore	RTConsensus	RTMean	RTStdErr	Smiles	SpectrumID	SumPeakIntensity	UniqueFileSourcesCount	cluster index	componentindex	number of spectra	parent mass	precursor charge	precursor mass	sum(precursor intensity)
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=66703c9eef3c4eef8917db72142f5953&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2879.0","main.cluster index_upperinput":"2879.0"}	This Node is a Singleton	N/A	N/A	N/A	1.5723	1.5723	0	N/A	N/A	5138402.616728514	3	2879	-1	3	259.0924	1	259.0924	5138402.616728514
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=66703c9eef3c4eef8917db72142f5953&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"5346.0","main.cluster index_upperinput":"5346.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=154&task=66703c9eef3c4eef8917db72142f5953&show=true	N/A	Spectral Match to .alpha.-CMBHC from NIST14	0.8481420000000001	12.6499	12.6499	0	N/A	CCMSLIB00003135839	5030496.442814562	4	5346	154	4	165.0911	1	165.0911	5030496.442814562
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=66703c9eef3c4eef8917db72142f5953&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"430.0","main.cluster index_upperinput":"430.0"}	This Node is a Singleton	N/A	N/A	N/A	5.2994	5.2994	0	N/A	N/A	13001058.272775836	3	430	-1	3	274.2014	1	274.2014	13001058.272775836
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=66703c9eef3c4eef8917db72142f5953&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"431.0","main.cluster index_upperinput":"431.0"}	This Node is a Singleton	N/A	N/A	N/A	28.6641	28.6641	0	N/A	N/A	64738612.932186924	4	431	-1	4	250.1785	1	250.1785	64738612.932186924
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=66703c9eef3c4eef8917db72142f5953&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"3089.0","main.cluster index_upperinput":"3089.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=28&task=66703c9eef3c4eef8917db72142f5953&show=true	N/A	N/A	N/A	34.0578	34.0578	0	N/A	N/A	3034336.485976494	2	3089	28	2	1090.8425	1	1090.8425	3034336.485976494
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=66703c9eef3c4eef8917db72142f5953&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"3890.0","main.cluster index_upperinput":"3890.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=251&task=66703c9eef3c4eef8917db72142f5953&show=true	N/A	N/A	N/A	8.8073	8.8073	0	N/A	N/A	25517023.782097764	2	3890	251	2	347.1125	1	347.1125	25517023.782097764
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=66703c9eef3c4eef8917db72142f5953&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2768.0","main.cluster index_upperinput":"2768.0"}	This Node is a Singleton	N/A	N/A	N/A	7.2589	7.2589	0	N/A	N/A	4158516.020750021	1	2768	-1	1	244.0943	1	244.0943	4158516.020750021
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=66703c9eef3c4eef8917db72142f5953&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"336.0","main.cluster index_upperinput":"336.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=13&task=66703c9eef3c4eef8917db72142f5953&show=true	N/A	N/A	N/A	8.8604	8.8604	0	N/A	N/A	11973867.43549448	2	336	13	2	977.6290	2	489.3145	11973867.43549448
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=66703c9eef3c4eef8917db72142f5953&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2880.0","main.cluster index_upperinput":"2880.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=89&task=66703c9eef3c4eef8917db72142f5953&show=true	N/A	N/A	N/A	20.3875	20.3875	0	N/A	N/A	6189028.245000065	1	2880	89	1	781.5092	1	781.5092	6189028.245000065
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=66703c9eef3c4eef8917db72142f5953&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2560.0","main.cluster index_upperinput":"2560.0"}	This Node is a Singleton	N/A	N/A	N/A	18.3497	18.3497	0	N/A	N/A	6217005.395185415	2	2560	-1	2	425.3066	1	425.3066	6217005.395185415
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=66703c9eef3c4eef8917db72142f5953&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"3569.0","main.cluster index_upperinput":"3569.0"}	This Node is a Singleton	N/A	N/A	N/A	15.9874	15.9874	0	N/A	N/A	151813409.51604366	2	3569	-1	2	471.2934	1	471.2934	151813409.51604366
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=66703c9eef3c4eef8917db72142f5953&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2057.0","main.cluster index_upperinput":"2057.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=174&task=66703c9eef3c4eef8917db72142f5953&show=true	N/A	N/A	N/A	13.9780	13.9780	0	N/A	N/A	10512275.647965483	4	2057	174	4	223.1694	1	223.1694	10512275.647965483
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=66703c9eef3c4eef8917db72142f5953&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1133.0","main.cluster index_upperinput":"1133.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=58&task=66703c9eef3c4eef8917db72142f5953&show=true	N/A	N/A	N/A	23.4428	23.4428	0	N/A	N/A	231875973.8045324	4	1133	58	4	540.4500	1	540.4500	231875973.8045324
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=66703c9eef3c4eef8917db72142f5953&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1548.0","main.cluster index_upperinput":"1548.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=479&task=66703c9eef3c4eef8917db72142f5953&show=true	N/A	N/A	N/A	9.8104	9.8104	0	N/A	N/A	23834359.35568748	1	1548	479	1	256.1333	1	256.1333	23834359.35568748
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=66703c9eef3c4eef8917db72142f5953&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"3891.0","main.cluster index_upperinput":"3891.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=197&task=66703c9eef3c4eef8917db72142f5953&show=true	N/A	N/A	N/A	9.6161	9.6161	0	N/A	N/A	18838851.36493734	1	3891	197	1	589.2785	1	589.2785	18838851.36493734
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=66703c9eef3c4eef8917db72142f5953&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"3680.0","main.cluster index_upperinput":"3680.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=115&task=66703c9eef3c4eef8917db72142f5953&show=true	N/A	N/A	N/A	4.2586	4.2586	0	N/A	N/A	51121643.11848486	4	3680	115	4	234.1338	1	234.1338	51121643.11848486
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=66703c9eef3c4eef8917db72142f5953&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2769.0","main.cluster index_upperinput":"2769.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=28&task=66703c9eef3c4eef8917db72142f5953&show=true	N/A	N/A	N/A	33.6250	33.6250	0	N/A	N/A	5743422.828828636	2	2769	28	2	1178.8884	1	1178.8884	5743422.828828636
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=66703c9eef3c4eef8917db72142f5953&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"4403.0","main.cluster index_upperinput":"4403.0"}	This Node is a Singleton	N/A	N/A	N/A	8.3716	8.3716	0	N/A	N/A	12060956.930632778	2	4403	-1	2	376.1016	1	376.1016	12060956.930632778
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=66703c9eef3c4eef8917db72142f5953&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"3090.0","main.cluster index_upperinput":"3090.0"}	This Node is a Singleton	N/A	N/A	N/A	25.2689	25.2689	0	N/A	N/A	6006117.84623044	3	3090	-1	3	380.3536	1	380.3536	6006117.84623044
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=66703c9eef3c4eef8917db72142f5953&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2058.0","main.cluster index_upperinput":"2058.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=29&task=66703c9eef3c4eef8917db72142f5953&show=true	N/A	N/A	N/A	29.0832	29.0832	0	N/A	N/A	10682162.043750042	1	2058	29	1	378.2951	1	378.2951	10682162.043750042
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=66703c9eef3c4eef8917db72142f5953&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2881.0","main.cluster index_upperinput":"2881.0"}	This Node is a Singleton	N/A	N/A	N/A	18.9026	18.9026	0	N/A	N/A	4575948.962324218	3	2881	-1	3	449.1593	1	449.1593	4575948.962324218
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=66703c9eef3c4eef8917db72142f5953&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"5348.0","main.cluster index_upperinput":"5348.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=22&task=66703c9eef3c4eef8917db72142f5953&show=true	N/A	N/A	N/A	29.2685	29.2685	0	N/A	N/A	3987839.990624891	1	5348	22	1	652.5013	1	652.5013	3987839.990624891
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=66703c9eef3c4eef8917db72142f5953&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1549.0","main.cluster index_upperinput":"1549.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=92&task=66703c9eef3c4eef8917db72142f5953&show=true	N/A	N/A	N/A	26.4412	26.4412	0	N/A	N/A	30011772.86625015	1	1549	92	1	470.2489	1	470.2489	30011772.86625015
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=66703c9eef3c4eef8917db72142f5953&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"6053.0","main.cluster index_upperinput":"6053.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=3&task=66703c9eef3c4eef8917db72142f5953&show=true	N/A	N/A	N/A	1.5640	1.5640	0	N/A	N/A	36180326.137624994	4	6053	3	4	144.9879	1	144.9879	36180326.137624994
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=66703c9eef3c4eef8917db72142f5953&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"3892.0","main.cluster index_upperinput":"3892.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=205&task=66703c9eef3c4eef8917db72142f5953&show=true	N/A	N/A	N/A	7.6670	7.6670	0	N/A	N/A	25584504.61809087	2	3892	205	2	195.0289	1	195.0289	25584504.61809087
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=66703c9eef3c4eef8917db72142f5953&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"4404.0","main.cluster index_upperinput":"4404.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=51&task=66703c9eef3c4eef8917db72142f5953&show=true	N/A	N/A	N/A	30.3497	30.3497	0	N/A	N/A	11203529.486874878	1	4404	51	1	594.4949	1	594.4949	11203529.486874878
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=66703c9eef3c4eef8917db72142f5953&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"337.0","main.cluster index_upperinput":"337.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=17&task=66703c9eef3c4eef8917db72142f5953&show=true	N/A	N/A	N/A	31.3657	31.3657	0	N/A	N/A	21001166.78830553	4	337	17	4	308.0265	1	308.0265	21001166.78830553
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=66703c9eef3c4eef8917db72142f5953&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"5349.0","main.cluster index_upperinput":"5349.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=42&task=66703c9eef3c4eef8917db72142f5953&show=true	N/A	N/A	N/A	13.5843	13.5843	0	N/A	N/A	4228764.970999961	1	5349	42	1	488.1917	1	488.1917	4228764.970999961
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=66703c9eef3c4eef8917db72142f5953&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1135.0","main.cluster index_upperinput":"1135.0"}	This Node is a Singleton	N/A	N/A	N/A	0.7973	0.7973	0	N/A	N/A	56443984.383999944	2	1135	-1	2	379.1211	1	379.1211	56443984.383999944
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=66703c9eef3c4eef8917db72142f5953&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"3570.0","main.cluster index_upperinput":"3570.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=67&task=66703c9eef3c4eef8917db72142f5953&show=true	N/A	N/A	N/A	28.0501	28.0501	0	N/A	N/A	228289014.2902795	3	3570	67	3	594.4960	1	594.4960	228289014.2902795
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=66703c9eef3c4eef8917db72142f5953&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"3681.0","main.cluster index_upperinput":"3681.0"}	This Node is a Singleton	N/A	N/A	N/A	5.7479	5.7479	0	N/A	N/A	56646730.20424612	2	3681	-1	2	304.0793	1	304.0793	56646730.20424612
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=66703c9eef3c4eef8917db72142f5953&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1550.0","main.cluster index_upperinput":"1550.0"}	This Node is a Singleton	N/A	N/A	N/A	0.7320	0.7320	0	N/A	N/A	11149507.663468756	1	1550	-1	1	301.2240	1	301.2240	11149507.663468756
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=66703c9eef3c4eef8917db72142f5953&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2059.0","main.cluster index_upperinput":"2059.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=144&task=66703c9eef3c4eef8917db72142f5953&show=true	N/A	N/A	N/A	24.7048	24.7048	0	N/A	N/A	21471643.169999927	2	2059	144	2	782.5664	1	782.5664	21471643.169999927
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=66703c9eef3c4eef8917db72142f5953&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2562.0","main.cluster index_upperinput":"2562.0"}	This Node is a Singleton	N/A	N/A	N/A	16.3574	16.3574	0	N/A	N/A	10756004.836031219	2	2562	-1	2	320.1835	1	320.1835	10756004.836031219
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=66703c9eef3c4eef8917db72142f5953&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"433.0","main.cluster index_upperinput":"433.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=73&task=66703c9eef3c4eef8917db72142f5953&show=true	N/A	N/A	N/A	38.9423	38.9423	0	N/A	N/A	28165174.58250002	1	433	73	1	1153.2844	1	1153.2844	28165174.58250002
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=66703c9eef3c4eef8917db72142f5953&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"3893.0","main.cluster index_upperinput":"3893.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=311&task=66703c9eef3c4eef8917db72142f5953&show=true	N/A	N/A	N/A	29.5996	29.5996	0	N/A	N/A	31205314.090498406	2	3893	311	2	492.4635	1	492.4635	31205314.090498406
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=66703c9eef3c4eef8917db72142f5953&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2770.0","main.cluster index_upperinput":"2770.0"}	This Node is a Singleton	N/A	N/A	N/A	10.1391	10.1391	0	N/A	N/A	4886803.656939478	3	2770	-1	3	279.1576	1	279.1576	4886803.656939478
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=66703c9eef3c4eef8917db72142f5953&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"434.0","main.cluster index_upperinput":"434.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=614&task=66703c9eef3c4eef8917db72142f5953&show=true	N/A	N/A	N/A	28.3061	28.3061	0	N/A	N/A	55031081.33462949	4	434	614	4	413.2672	1	413.2672	55031081.33462949
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=66703c9eef3c4eef8917db72142f5953&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"5350.0","main.cluster index_upperinput":"5350.0"}	This Node is a Singleton	N/A	N/A	N/A	4.1696	4.1696	0	N/A	N/A	3967885.8390234048	2	5350	-1	2	407.0612	1	407.0612	3967885.8390234048
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=66703c9eef3c4eef8917db72142f5953&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"6055.0","main.cluster index_upperinput":"6055.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=33&task=66703c9eef3c4eef8917db72142f5953&show=true	N/A	N/A	N/A	12.1573	12.1573	0	N/A	N/A	2210154.3320625126	1	6055	33	1	264.1230	1	264.1230	2210154.3320625126
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=66703c9eef3c4eef8917db72142f5953&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1551.0","main.cluster index_upperinput":"1551.0"}	This Node is a Singleton	N/A	N/A	N/A	31.0615	31.0615	0	N/A	N/A	24862590.61000032	1	1551	-1	1	449.3018	1	449.3018	24862590.61000032
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=66703c9eef3c4eef8917db72142f5953&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"3682.0","main.cluster index_upperinput":"3682.0"}	This Node is a Singleton	N/A	N/A	N/A	8.3677	8.3677	0	N/A	N/A	56891222.536736384	2	3682	-1	2	366.0943	1	366.0943	56891222.536736384
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=66703c9eef3c4eef8917db72142f5953&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2563.0","main.cluster index_upperinput":"2563.0"}	This Node is a Singleton	N/A	Spectral Match to Cholesta-4,6-dien-3-one from NIST14	0.8654719999999999	31.1175	31.1175	0	N/A	CCMSLIB00003138683	5824908.069765502	2	2563	-1	2	383.3307	1	383.3307	5824908.069765502
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=66703c9eef3c4eef8917db72142f5953&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"4405.0","main.cluster index_upperinput":"4405.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=383&task=66703c9eef3c4eef8917db72142f5953&show=true	N/A	N/A	N/A	4.7184	4.7184	0	N/A	N/A	9228931.707119169	4	4405	383	4	167.1068	1	167.1068	9228931.707119169
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=66703c9eef3c4eef8917db72142f5953&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2060.0","main.cluster index_upperinput":"2060.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=221&task=66703c9eef3c4eef8917db72142f5953&show=true	N/A	N/A	N/A	34.9393	34.9393	0	N/A	N/A	14323727.477529863	2	2060	221	2	615.4960	1	615.4960	14323727.477529863
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=66703c9eef3c4eef8917db72142f5953&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2771.0","main.cluster index_upperinput":"2771.0"}	This Node is a Singleton	N/A	N/A	N/A	31.3097	31.3097	0	N/A	N/A	11639567.740625035	1	2771	-1	1	644.4775	1	644.4775	11639567.740625035
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=66703c9eef3c4eef8917db72142f5953&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"3571.0","main.cluster index_upperinput":"3571.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=334&task=66703c9eef3c4eef8917db72142f5953&show=true	N/A	N/A	N/A	28.1544	28.1544	0	N/A	N/A	216189345.2800624	3	3571	334	3	418.3902	1	418.3902	216189345.2800624
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=66703c9eef3c4eef8917db72142f5953&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"939.0","main.cluster index_upperinput":"939.0"}	This Node is a Singleton	N/A	Spectral Match to 13-Keto-9Z,11E-octadecadienoic acid from NIST14	0.701523	14.2107	14.2107	0	N/A	CCMSLIB00003137992	8332714.867303641	4	939	-1	4	295.2270	1	295.2270	8332714.867303641
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=66703c9eef3c4eef8917db72142f5953&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"940.0","main.cluster index_upperinput":"940.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=512&task=66703c9eef3c4eef8917db72142f5953&show=true	N/A	N/A	N/A	22.3798	22.3798	0	N/A	N/A	23793404.233750347	4	940	512	4	275.2585	1	275.2585	23793404.233750347
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=66703c9eef3c4eef8917db72142f5953&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"3894.0","main.cluster index_upperinput":"3894.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=338&task=66703c9eef3c4eef8917db72142f5953&show=true	N/A	N/A	N/A	5.9526	5.9526	0	N/A	N/A	35227966.94684169	2	3894	338	2	181.0972	1	181.0972	35227966.94684169
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=66703c9eef3c4eef8917db72142f5953&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2883.0","main.cluster index_upperinput":"2883.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=168&task=66703c9eef3c4eef8917db72142f5953&show=true	N/A	Spectral Match to Heptadecasphing-4-enine from NIST14	0.789736	16.7017	16.7017	0	N/A	CCMSLIB00003137825	3788598.2314063828	3	2883	168	3	268.2643	1	268.2643	3788598.2314063828
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=66703c9eef3c4eef8917db72142f5953&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"3092.0","main.cluster index_upperinput":"3092.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=20&task=66703c9eef3c4eef8917db72142f5953&show=true	N/A	N/A	N/A	37.6881	37.6881	0	N/A	N/A	10522046.134296754	2	3092	20	2	1243.9810	2	622.4905	10522046.134296754
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=66703c9eef3c4eef8917db72142f5953&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1136.0","main.cluster index_upperinput":"1136.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=58&task=66703c9eef3c4eef8917db72142f5953&show=true	N/A	N/A	N/A	23.2964	23.2964	0	N/A	N/A	220232714.98475993	3	1136	58	3	584.4764	1	584.4764	220232714.98475993
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=66703c9eef3c4eef8917db72142f5953&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2564.0","main.cluster index_upperinput":"2564.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=121&task=66703c9eef3c4eef8917db72142f5953&show=true	 	oxo-C12-HSL	0.957333	16.3458	16.3458	0	 	CCMSLIB00005463694	8228810.694374985	2	2564	121	2	298.2016	1	298.2016	8228810.694374985
